,Pips,Acc,Wons,Losts,Expired,Trades,Longs,Shorts,openHour,endHour,openCandles,lvlNumber,minDiff,candleMinutes,minMovement,tp,sl,waitingCandles
126,-0.0002700000000002365,0.3333333333333333,0,1,5,6,6,0,8,15,5,2,0.2,"[0, 20, 40]",0.0005,0.001,0.001,1
127,5.999999999943735e-05,0.3888888888888889,2,3,13,18,17,1,8,15,5,2,0.2,"[0, 20, 40]",0.0005,0.001,0.001,3
128,-0.0015900000000010689,0.3793103448275862,3,3,23,29,28,1,8,15,5,2,0.2,"[0, 20, 40]",0.0005,0.001,0.001,5
129,-0.002550000000000407,0.16666666666666666,0,0,6,6,6,0,8,15,5,2,0.2,"[0, 20, 40]",0.0005,0.001,0.0015,1
130,-0.006280000000000904,0.2222222222222222,2,0,16,18,17,1,8,15,5,2,0.2,"[0, 20, 40]",0.0005,0.001,0.0015,3
131,-0.007930000000001412,0.27586206896551724,3,0,26,29,28,1,8,15,5,2,0.2,"[0, 20, 40]",0.0005,0.001,0.0015,5
132,-0.0002700000000002365,0.3333333333333333,0,1,5,6,6,0,8,15,5,2,0.2,"[0, 20, 40]",0.0005,0.0015,0.001,1
133,-0.0005800000000007569,0.3333333333333333,0,3,15,18,17,1,8,15,5,2,0.2,"[0, 20, 40]",0.0005,0.0015,0.001,3
134,-0.0019300000000014063,0.3448275862068966,0,3,26,29,28,1,8,15,5,2,0.2,"[0, 20, 40]",0.0005,0.0015,0.001,5
135,-0.002550000000000407,0.16666666666666666,0,0,6,6,6,0,8,15,5,2,0.2,"[0, 20, 40]",0.0005,0.0015,0.0015,1
136,-0.006920000000001098,0.16666666666666666,0,0,18,18,17,1,8,15,5,2,0.2,"[0, 20, 40]",0.0005,0.0015,0.0015,3
137,-0.00827000000000175,0.2413793103448276,0,0,29,29,28,1,8,15,5,2,0.2,"[0, 20, 40]",0.0005,0.0015,0.0015,5
138,-0.0002700000000002365,0.3333333333333333,0,1,5,6,6,0,8,15,5,2,0.2,"[0, 20, 40]",0.0005,0.002,0.001,1
139,-0.0005800000000007569,0.3333333333333333,0,3,15,18,17,1,8,15,5,2,0.2,"[0, 20, 40]",0.0005,0.002,0.001,3
140,-0.0019300000000014063,0.3448275862068966,0,3,26,29,28,1,8,15,5,2,0.2,"[0, 20, 40]",0.0005,0.002,0.001,5
141,-0.002550000000000407,0.16666666666666666,0,0,6,6,6,0,8,15,5,2,0.2,"[0, 20, 40]",0.0005,0.002,0.0015,1
142,-0.006920000000001098,0.16666666666666666,0,0,18,18,17,1,8,15,5,2,0.2,"[0, 20, 40]",0.0005,0.002,0.0015,3
143,-0.00827000000000175,0.2413793103448276,0,0,29,29,28,1,8,15,5,2,0.2,"[0, 20, 40]",0.0005,0.002,0.0015,5
144,0.011179999999998493,0.5652173913043478,10,10,26,46,29,17,8,15,10,1,0.1,"[0, 20, 40]",0.0003,0.001,0.001,1
145,0.009959999999998333,0.4659090909090909,16,17,55,88,58,30,8,15,10,1,0.1,"[0, 20, 40]",0.0003,0.001,0.001,3
146,0.014569999999997998,0.48148148148148145,19,21,68,108,74,34,8,15,10,1,0.1,"[0, 20, 40]",0.0003,0.001,0.001,5
147,0.004609999999998533,0.43478260869565216,10,4,32,46,29,17,8,15,10,1,0.1,"[0, 20, 40]",0.0003,0.001,0.0015,1
148,-4.0000000001773534e-05,0.36363636363636365,16,8,64,88,58,30,8,15,10,1,0.1,"[0, 20, 40]",0.0003,0.001,0.0015,3
149,0.0016699999999978225,0.37962962962962965,20,9,79,108,74,34,8,15,10,1,0.1,"[0, 20, 40]",0.0003,0.001,0.0015,5
150,0.012629999999998223,0.5652173913043478,4,12,30,46,29,17,8,15,10,1,0.1,"[0, 20, 40]",0.0003,0.0015,0.001,1
151,0.010849999999997731,0.4659090909090909,4,19,65,88,58,30,8,15,10,1,0.1,"[0, 20, 40]",0.0003,0.0015,0.001,3
152,0.014019999999996953,0.4722222222222222,4,23,81,108,74,34,8,15,10,1,0.1,"[0, 20, 40]",0.0003,0.0015,0.001,5
153,0.005879999999998139,0.41304347826086957,5,4,37,46,29,17,8,15,10,1,0.1,"[0, 20, 40]",0.0003,0.0015,0.0015,1
154,0.0006699999999974974,0.3522727272727273,5,8,75,88,58,30,8,15,10,1,0.1,"[0, 20, 40]",0.0003,0.0015,0.0015,3
155,0.0011999999999964734,0.3611111111111111,5,9,94,108,74,34,8,15,10,1,0.1,"[0, 20, 40]",0.0003,0.0015,0.0015,5
156,0.01229999999999806,0.5652173913043478,2,12,32,46,29,17,8,15,10,1,0.1,"[0, 20, 40]",0.0003,0.002,0.001,1
157,0.010519999999997571,0.4659090909090909,2,19,67,88,58,30,8,15,10,1,0.1,"[0, 20, 40]",0.0003,0.002,0.001,3
158,0.013689999999996795,0.4722222222222222,2,23,83,108,74,34,8,15,10,1,0.1,"[0, 20, 40]",0.0003,0.002,0.001,5
159,0.005879999999997975,0.41304347826086957,2,4,40,46,29,17,8,15,10,1,0.1,"[0, 20, 40]",0.0003,0.002,0.0015,1
160,0.0006699999999973343,0.3522727272727273,2,8,78,88,58,30,8,15,10,1,0.1,"[0, 20, 40]",0.0003,0.002,0.0015,3
161,0.0011999999999963043,0.3611111111111111,2,9,97,108,74,34,8,15,10,1,0.1,"[0, 20, 40]",0.0003,0.002,0.0015,5
162,0.003659999999999771,0.7,3,3,4,10,7,3,8,15,10,1,0.1,"[0, 20, 40]",0.0005,0.001,0.001,1
163,0.011679999999999191,0.5952380952380952,12,10,20,42,29,13,8,15,10,1,0.1,"[0, 20, 40]",0.0005,0.001,0.001,3
164,0.015879999999998156,0.5714285714285714,18,13,32,63,49,14,8,15,10,1,0.1,"[0, 20, 40]",0.0005,0.001,0.001,5
165,0.0016999999999998661,0.5,3,1,6,10,7,3,8,15,10,1,0.1,"[0, 20, 40]",0.0005,0.001,0.0015,1
166,0.007209999999999166,0.47619047619047616,12,5,25,42,29,13,8,15,10,1,0.1,"[0, 20, 40]",0.0005,0.001,0.0015,3
167,0.010969999999997898,0.47619047619047616,18,7,38,63,49,14,8,15,10,1,0.1,"[0, 20, 40]",0.0005,0.001,0.0015,5
168,0.0024299999999995415,0.5,1,3,6,10,7,3,8,15,10,1,0.1,"[0, 20, 40]",0.0005,0.0015,0.001,1
169,0.013129999999998808,0.5476190476190477,6,10,26,42,29,13,8,15,10,1,0.1,"[0, 20, 40]",0.0005,0.0015,0.001,3
